ID,Family,Meaning RU,Scope,Master status,Variants,Sizes,Touch target,Accessible name,Overlays,Motion,License,Owner decision
pi-navigation-chats,navigation,Чаты,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Чаты,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-work-object,objects,Рабочий объект,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Рабочий объект,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-project,objects,Проект,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Проект,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-edit,objects,Редактировать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Редактировать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-copy,objects,Копировать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Копировать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-duplicate,objects,Создать копию,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Создать копию,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-source,objects,Исходное сообщение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Исходное сообщение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-revision,objects,Версия,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Версия,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-diff,objects,Изменения,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Изменения,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-comment,objects,Комментарий,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Комментарий,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-collaborators,objects,Соавторы,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Соавторы,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-lock-edit,objects,Только чтение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Только чтение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-merge,objects,Объединить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Объединить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-conflict,objects,Конфликт,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Конфликт,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-save,objects,Сохранить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сохранить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-bookmark,objects,Сохранить в Избранное,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сохранить в Избранное,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-bookmark-remove,objects,Убрать из Избранного,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Убрать из Избранного,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-personal-inbox,objects,Личные сохранения,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Личные сохранения,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-note,objects,Заметка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Заметка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-archive,objects,В архив,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,В архив,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-unarchive,objects,Из архива,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Из архива,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-delete,objects,Удалить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Удалить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-restore-deleted,objects,Восстановить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Восстановить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-objects-publish-snapshot,objects,Опубликованное представление,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Опубликованное представление,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-task-create,tasks,Создать дело,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Создать дело,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-task-complete,tasks,Завершить дело,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Завершить дело,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-task-reopen,tasks,Вернуть в работу,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Вернуть в работу,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-checklist,tasks,Чеклист,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Чеклист,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-assignee,tasks,Исполнитель,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Исполнитель,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-calendar,tasks,Дата,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Дата,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-clock,tasks,Время,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Время,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-reminder,tasks,Напомнить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Напомнить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-schedule,tasks,Запланировано,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Запланировано,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-recurring,tasks,Повторение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Повторение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-overdue,tasks,Просрочено,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Просрочено,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-priority,tasks,Приоритет,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Приоритет,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-tasks-move-date,tasks,Перенести срок,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Перенести срок,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-ai-chat,ai,AI-разговор,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,AI-разговор,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-ai-context,ai,AI в контексте,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,AI в контексте,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-ai-inline,ai,AI для выделения,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,AI для выделения,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-context-add,ai,Добавить контекст,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Добавить контекст,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-context-remove,ai,Убрать контекст,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Убрать контекст,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-sources,ai,Источники,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Источники,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-translate,ai,Перевести,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Перевести,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-summarize,ai,Краткое содержание,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Краткое содержание,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-shorten,ai,Сократить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сократить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-expand-text,ai,Расширить текст,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Расширить текст,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-tone,ai,Изменить тон,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Изменить тон,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-structure,ai,Структурировать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Структурировать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-correct,ai,Исправить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Исправить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-ai-proposal,ai,Предложение AI,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Предложение AI,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-accept,ai,Принять,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Принять,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-reject,ai,Отклонить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Отклонить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-memory,ai,Память,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Память,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-memory-off,ai,Память отключена,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Память отключена,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-research,ai,Исследовать,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Исследовать,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-ai-export,ai,Экспорт,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Экспорт,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-agent,agents,Агент,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Агент,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-agent-add,agents,Добавить агента,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Добавить агента,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-permissions,agents,Разрешения,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Разрешения,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-run,agents,Запустить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Запустить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-queued,agents,В очереди,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,В очереди,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-progress,agents,Выполняется,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Выполняется,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-checkpoint,agents,Контрольная точка,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Контрольная точка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-approval,agents,Нужно подтверждение,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Нужно подтверждение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-cancel-run,agents,Отменить запуск,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Отменить запуск,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-retry,agents,Повторить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Повторить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-failure,agents,Ошибка запуска,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Ошибка запуска,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-result,agents,Результат,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Результат,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-delegate,agents,Делегирование,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Делегирование,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-budget,agents,Бюджет,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Бюджет,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-limit,agents,Лимит,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Лимит,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-human-takeover,agents,Передать человеку,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Передать человеку,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-agents-private-result,agents,Приватный результат,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Приватный результат,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-space,social,Пространство,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Пространство,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-community,social,Сообщество,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сообщество,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-channel,social,Канал,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Канал,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-publication,social,Публикация,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Публикация,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-feed,social,Подписная лента,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Подписная лента,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-discover,social,Открыть новое,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Открыть новое,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-follow,social,Подписаться,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Подписаться,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-unfollow,social,Отписаться,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Отписаться,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-share,social,Поделиться,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Поделиться,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-invite,social,Пригласить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Пригласить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-join,social,Вступить,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Вступить,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-leave,social,Покинуть,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Покинуть,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-members,social,Участники,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Участники,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-social-roles,social,Роли,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Роли,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
